- [ ] https://job-boards.greenhouse.io/humeai/jobs/4775962008 | Hume AI | AI Researcher | NYC, San Jose, or Remote | posted: 2025-06-20
- [ ] https://careers.allianz.com/global/en/job/104490/Full-Stack-AI-Engineer-m-f-d | Allianz | Full Stack AI Engineer (m/f/d) | Bangkok, Bangkok, Thailand, 10310 | posted: 2026-08-12
- [ ] https://careers.allianz.com/global/en/job/98365/PIM-Agent-with-English-German-m-f-d | Allianz | PIM Agent with English & German (m/f/d) | Bucarest, Romania, 020339 | posted: 2026-08-08
- [ ] https://careers.allianz.com/global/en/job/104518/AI-Engineer-m-f-d | Allianz | AI Engineer (m/f/d) | Unterföhring (bei München), Germany, 85774 | posted: 2026-08-12
- [ ] https://careers.allianz.com/global/en/job/104181/Associate-Director-Insurance-Transformation-Delivery-Leader-1917 | Allianz | Associate Director(Insurance Transformation & Delivery Leader)_1917 | Pune, Maharashtra, India | posted: 2026-08-06
- [ ] https://careers.allianz.com/global/en/job/81443/IT-Transformation-Director | Allianz | IT Transformation Director | Minneapolis, Minnesota, United States, 55416 | posted: 2026-05-15
- [ ] https://careers.allianz.com/global/en/job/102359/Senior-Business-Analyst-Insurance-Transformation-French | Allianz | Senior Business Analyst - Insurance Transformation - French | Bucharest, Bucuresti, Romania, ROU: 020339 | posted: 2026-07-08
- [ ] https://careers.allianz.com/global/en/job/100328/Senior-Consultant-Data-AI-Solutions | Allianz | Senior Consultant - Data & AI Solutions | Minneapolis, Minnesota, United States, 55416 | posted: 2026-07-09
- [ ] https://careers.allianz.com/global/en/job/93218/Lead-Automation-2339 | Allianz | Lead-Automation_2339 | Pune, Maharashtra, India | posted: 2026-08-04
- [ ] https://careers.allianz.com/global/en/job/104521/AI-Transformation-Analyst-m-f-d | Allianz | AI Transformation Analyst (m/f/d) | Unterföhring (bei München), Germany, 85774 | posted: 2026-08-12
- [ ] https://careers.allianz.com/global/en/job/104025/AI-Senior-Engineer-D-3219 | Allianz | AI Senior Engineer_D-3219 | Milan, Italy, 20145 | posted: 2026-08-17
- [ ] https://careers.allianz.com/global/en/job/97922/Care-Centre-Agent | Allianz | Care Centre Agent | Abu Dhabi, United Arab Emirates | posted: 2026-08-17
- [ ] https://careers.allianz.com/global/en/job/99268/Regional-Head-of-GBO-Asia-and-Operations-Delivery-Transformation-and-Governance-Lead | Allianz | Regional Head of GBO Asia and Operations Delivery, Transformation and Governance Lead | Singapore, Singapore, 068897 | posted: 2026-05-29
- [ ] https://careers.allianz.com/global/en/job/104026/AI-Delivery-Lead-D-3218 | Allianz | AI Delivery Lead_D-3218 | Milan, Italy, 20145 | posted: 2026-08-17
- [ ] https://careers.allianz.com/global/en/job/104715/Executive-Senior-Executive-AI-Automation-Analyst | Allianz | Executive/Senior Executive, AI & Automation Analyst | Kuala Lumpur, Malaysia | posted: 2026-08-18
- [ ] https://careers.allianz.com/global/en/job/103717/Principal-DevOps-Engineer-m-f-d | Allianz | Principal DevOps Engineer (m/f/d) | Bangkok, Bangkok, Thailand, 10310 | posted: 2026-07-29
- [ ] https://careers.allianz.com/global/en/job/104103/Specialist-AAGI-P-C-Sales-Marketing-Retail-Bangkok-Agent | Allianz | Specialist - AAGI P&C Sales & Marketing Retail Bangkok - Agent | Bangkok, Thailand, 10330 | posted: 2026-08-05
- [ ] https://careers.allianz.com/global/en/job/103789/ServiceNow-Engineer-f-m-d-App-Engine-AI-Enabled-Automation | Allianz | ServiceNow Engineer (f/m/d) - App Engine & AI-Enabled Automation | München, Germany, 80335 | posted: 2026-07-30
- [ ] https://careers.allianz.com/global/en/job/104061/Automation-AI-Specialist | Allianz | Automation & AI Specialist | MADRID, Madrid, Spain, 28043 | posted: 2026-08-18
- [ ] https://careers.allianz.com/global/en/job/98430/MANAGER-OPERATION-TRANSFORMATION-ASIA-PACIFIC | Allianz | MANAGER, OPERATION TRANSFORMATION (ASIA PACIFIC) | Kuala Lumpur, Malaysia | posted: 2026-05-12
- [ ] https://careers.allianz.com/global/en/job/102816/AI-Full-Stack-Developer | Allianz | AI Full Stack Developer | BARCELONA, Barcelona, Spain, 08005 | posted: 2026-07-27
- [ ] https://careers.allianz.com/global/en/job/103100/Domain-AI-Intent-Architect | Allianz | Domain AI & Intent Architect | BARCELONA, Barcelona, Spain, 08005 | posted: 2026-07-21
- [ ] https://careers.allianz.com/global/en/job/105136/Manager-AAGI-P-C-Business-Process-Transformation-Analyst | Allianz | Manager - AAGI P&C Business Process Transformation Analyst | Bangkok, Thailand, 10330 | posted: 2026-08-24
- [ ] https://careers.allianz.com/global/en/job/103406/Senior-Consultant-m-f-d-Allianz-Consulting-Project-Management-Strategy-Consulting-with-AI | Allianz | Senior Consultant (m/f/d) - Allianz Consulting - Project Management & Strategy Consulting with AI | Unterföhring (bei München), Germany, 85774 | posted: 2026-07-23
- [ ] https://careers.allianz.com/global/en/job/104723/AI-Defense-Analyst-m-f-d | Allianz | AI Defense Analyst (m/f/d) | Bucharest, Bucuresti, Romania, ROU: 020339 | posted: 2026-08-18
- [ ] https://careers.allianz.com/global/en/job/105010/Consultant-m-f-d-Allianz-Consulting-in-German-Markets-Transformation | Allianz | Consultant (m/f/d) - Allianz Consulting in German Markets & Transformation | Unterföhring (bei München), Germany, 85774 | posted: 2026-08-21
- [ ] https://careers.allianz.com/global/en/job/104544/Senior-Business-Analyst-Insurance-Transformation-Spanish | Allianz | Senior Business Analyst - Insurance Transformation - Spanish | Bucharest, Bucuresti, Romania, ROU: 020339 | posted: 2026-08-13
- [ ] https://careers.allianz.com/global/en/job/103511/AI-Investment-Engineer-f-m-d | Allianz | AI Investment Engineer (f/m/d) | Frankfurt, Germany, 60323 | posted: 2026-08-21
- [ ] https://careers.allianz.com/global/en/job/93027/AI-Cloud-Principal-Engineer | Allianz | AI & Cloud Principal Engineer | BARCELONA, Barcelona, Spain, 08005 | posted: 2026-02-27
- [ ] https://careers.allianz.com/global/en/job/105011/Senior-Consultant-m-f-d-Allianz-Consulting-German-Markets-Transformation | Allianz | Senior Consultant (m/f/d) - Allianz Consulting - German Markets & Transformation | Unterföhring (bei München), Germany, 85774 | posted: 2026-08-21
- [ ] https://careers.allianz.com/global/en/job/100194/Claims-Processing-Agent-German-Speaker | Allianz | Claims Processing Agent - German Speaker | Cairo, Egypt | posted: 2026-06-16
- [ ] https://careers.allianz.com/global/en/job/104571/Head-of-IT-Thailand | Allianz | Head of IT Thailand | Bangkok, Bangkok, Thailand, 10310 | posted: 2026-08-13
- [ ] https://careers.allianz.com/global/en/job/102312/Call-Center-Agent-HU | Allianz | Call Center Agent HU | Budapest, Hungary, 2040 | posted: 2026-08-18
- [ ] https://careers.allianz.com/global/en/job/103183/AI-ARCHITECT-INSURANCE-PRICING-SPECIALIST | Allianz | AI ARCHITECT - INSURANCE PRICING SPECIALIST | ROMA, Italy | posted: 2026-08-25
- [ ] https://careers.allianz.com/global/en/job/104371/Data-Scientist-Fokus-Integration-Engineering-m-w-d | Allianz | Data Scientist - Fokus Integration Engineering (m/w/d) | Stuttgart, Germany, 70565 | posted: 2026-08-20
- [ ] https://careers.allianz.com/global/en/job/102981/Finance-Transformation-Business-Solution-Lead-S-4HANA | Allianz | Finance Transformation - Business Solution Lead (S/4HANA) | Guildford, England, United Kingdom, GU2 8XG | posted: 2026-08-21
- [ ] https://careers.allianz.com/global/en/job/104021/Azure-DevOps-Engineer | Allianz | Azure DevOps Engineer | Budapest, Hungary, 1087 | posted: 2026-08-04
- [ ] https://careers.allianz.com/global/en/job/103753/Head-of-AI-Strategy-Transformation | Allianz | Head of AI Strategy & Transformation | Bruxelles, Belgium, 1210 | posted: 2026-07-29
- [ ] https://careers.allianz.com/global/en/job/97190/AI-Engineer-Gen-AI | Allianz | AI Engineer (Gen AI) | MADRID, Madrid, Spain, 28043 | posted: 2026-08-20
- [ ] https://careers.allianz.com/global/en/job/105266/AI-Engagement-Manager-3195 | Allianz | AI Engagement Manager_3195 | Guildford, England, United Kingdom, GU2 8XG | posted: 2026-08-27
- [ ] https://careers.allianz.com/global/en/job/104471/DevOps-Lead-m-f-d | Allianz | DevOps Lead (m/f/d) | Bangkok, Bangkok, Thailand, 10310 | posted: 2026-08-12
- [ ] https://careers.allianz.com/global/en/job/105335/Agente-Bilingue-de-Call-Center-Asistencia-en-Carretera-Espana-1 | Allianz | Agente Bilingüe de Call Center - Asistencia en Carretera - España 1 | Bogota, Colombia | posted: 2026-08-27
- [ ] https://careers.allianz.com/global/en/job/105336/Agente-de-Call-Center-Asistencia-en-Carretera-Espana-1 | Allianz | Agente de Call Center - Asistencia en Carretera - España 1 | Bogota, Colombia | posted: 2026-08-27
- [ ] https://careers.allianz.com/global/en/job/102972/Senior-AI-Engineer-Gen-AI | Allianz | Senior AI Engineer (Gen AI) | MADRID, Madrid, Spain, 28043 | posted: 2026-07-17
- [ ] https://careers.allianz.com/global/en/job/103530/Transformation-Manager-in-the-Strategy-Transformation-office-m-f-d | Allianz | Transformation Manager in the Strategy & Transformation office (m/f/d) | Unterföhring (bei München), Germany, 85774 | posted: 2026-08-26
- [ ] https://careers.allianz.com/global/en/job/97416/Data-Privacy-AI-Trust-Monitoring-Expert-m-f-d | Allianz | Data Privacy & AI Trust Monitoring Expert (m/f/d) | Lisbon, Portugal, 1000-236 | posted: 2026-06-10
- [ ] https://careers.allianz.com/global/en/job/97418/Data-Privacy-AI-Trust-Monitoring-Specialist-m-f-d | Allianz | Data Privacy & AI Trust Monitoring Specialist (m/f/d) | Lisbon, Portugal, 1000-236 | posted: 2026-06-02
- [ ] https://careers.allianz.com/global/en/job/105393/Business-Systems-Analysis-Consultant-Hybrid | Allianz | Business Systems Analysis Consultant / Hybrid | Minneapolis, Minnesota, United States, 55416 | posted: 2026-08-28
- [ ] https://careers.allianz.com/global/en/job/105267/AI-Platform-Engineer-3194 | Allianz | AI Platform Engineer_3194 | Guildford, England, United Kingdom, GU2 8XG | posted: 2026-08-27
- [ ] https://careers.allianz.com/global/en/job/101036/Lead-Data-Engineer-MLOps | Allianz | Lead Data Engineer (MLOps) | London, England, United Kingdom, SE1 9LQ | posted: 2026-08-19
- [ ] https://careers.allianz.com/global/en/job/104376/Technical-Lead-DevOps-Technologies-3188 | Allianz | Technical Lead(DevOps Technologies)_3188 | India | posted: 2026-08-27
- [ ] https://careers.allianz.com/global/en/job/103837/AI-Program-Manager | Allianz | AI Program Manager | Vienna, Austria, 1100 | posted: 2026-07-31
- [ ] https://careers.allianz.com/global/en/job/104575/Forward-Deployed-Engineer-m-f-d | Allianz | Forward Deployed Engineer (m/f/d) | Unterföhring (bei München), Germany, 85774 | posted: 2026-08-24
- [ ] https://careers.allianz.com/global/en/job/104106/AI-Engagement-Manager | Allianz | AI Engagement Manager | Budapest, Hungary, 1087 | posted: 2026-08-07
- [ ] https://careers.allianz.com/global/en/job/105435/Manager-Risk-Management-Technology-AI-Resilience-Asia | Allianz | Manager, Risk Management - Technology, AI & Resilience, Asia | Singapore, Singapore, 068897 | posted: 2026-08-31
- [ ] https://careers.allianz.com/global/en/job/104839/Technical-Lead-Forward-Deployed-Engineer-3096 | Allianz | Technical Lead (Forward Deployed Engineer)_3096 | India | posted: 2026-08-28
- [ ] https://careers.allianz.com/global/en/job/102507/DevOps-Engineer-2865 | Allianz | DevOps Engineer_2865 | India | posted: 2026-08-31
- [ ] https://careers.allianz.com/global/en/job/103353/Information-Security-Solution-Architect-AI-Security-m-f-d | Allianz | Information Security Solution Architect - AI Security (m/f/d) | Barcelona, Barcelona, Spain, 08005 | posted: 2026-07-23
- [ ] https://careers.allianz.com/global/en/job/104235/AI-experienced-Full-Stack-Developer | Allianz | AI-experienced Full Stack Developer | Bangkok, Bangkok, Thailand, 10310 | posted: 2026-08-07
- [ ] https://careers.allianz.com/global/en/job/102748/Data-Engineer-for-AI-f-m-d | Allianz | Data Engineer for AI (f/m/d) | Frankfurt, Germany, 60323 | posted: 2026-08-31
- [ ] https://careers.allianz.com/global/en/job/104576/Senior-Data-AI-Transformation-Expert-m-f-d | Allianz | Senior Data & AI Transformation Expert (m/f/d) | Barcelona, Barcelona, Spain, 08005 | posted: 2026-08-13
- [ ] https://careers.allianz.com/global/en/job/102867/Senior-Solutions-Engineer-m-f-d | Allianz | Senior Solutions Engineer (m/f/d) | Barcelona, Barcelona, Spain, 08005 | posted: 2026-07-15
- [ ] https://careers.allianz.com/global/en/job/100671/Expert-Full-Stack-AI-Engineer-2961 | Allianz | Expert Full Stack AI Engineer_2961 | Bangkok, Bangkok, Thailand, 10310 | posted: 2026-06-12
- [ ] https://careers.allianz.com/global/en/job/105171/Executive-Assistant-Head-of-IT-m-f-d | Allianz | Executive Assistant (Head of IT) (m/f/d) | BARCELONA, Barcelona, Spain, 08005 | posted: 2026-08-25
- [ ] https://careers.allianz.com/global/en/job/98889/Claims-Agent | Allianz | Claims Agent | Bucarest, Romania, 020339 | posted: 2026-08-07
- [ ] https://careers.allianz.com/global/en/job/102747/Databricks-Platform-AI-Engineer-f-m-d | Allianz | Databricks Platform AI Engineer (f/m/d) | Frankfurt, Germany, 60323 | posted: 2026-08-31
- [ ] https://jobs.bmwgroup.com/job/Senior-Applied-AI-ML-Application-Engineer-%28fmx%29/181974-de_DE | BMW Group | Senior Applied AI / ML Application Engineer (f/m/x) | München, BY, DEU, 80809 | posted: 2026-03-27
- [ ] https://jobs.bmwgroup.com/job/Senior-Applied-AI-ML-Engineer-%28fmx%29/182004-de_DE | BMW Group | Senior Applied AI / ML Engineer (f/m/x) | München, BY, DEU, 80809 | posted: 2026-03-27
- [ ] https://jobs.bmwgroup.com/job/Azubi-zum-Kfz-Mechatroniker-f%C3%BCr-Personenkraftwagentechnik-%28wmx%29-in-der-Niederlassung/190225-de_DE | BMW Group | Azubi zum Kfz-Mechatroniker für Personenkraftwagentechnik (w/m/x) in der Niederlassung | Saarbrücken, SL, DEU, 66121 | posted: 2026-07-31
- [ ] https://jobs.bmwgroup.com/job/Expert%2C-IT-DevOps-Cloud/194653-de_DE | BMW Group | Expert, IT DevOps Cloud | Salzburg, AUT, | posted: 2026-08-20
- [ ] https://jobs.bmwgroup.com/job/Principal-AI-Vehicle-Architect-%28fmx%29/176455-de_DE | BMW Group | Principal AI Vehicle Architect (f/m/x) | München, BY, DEU, 80809 | posted: 2026-02-04
- [ ] https://jobs.bmwgroup.com/job/Senior-AI-Platform-Engineer-Intelligent-Vehicles-%28f%28mx%29/193438-de_DE | BMW Group | Senior AI Platform Engineer Intelligent Vehicles (f(m/x) | München, BY, DEU, 80809 | posted: 2026-07-28
- [ ] https://jobs.bmwgroup.com/job/Senior-Agentic-AI-Engineer-%28fmx%29/173145-de_DE | BMW Group | Senior Agentic AI Engineer (f/m/x) | München, BY, DEU, 80809 | posted: 2026-05-23
- [ ] https://jobs.bmwgroup.com/job/AI-Infrastructure-Engineer-%28fmx%29/194262-de_DE | BMW Group | AI Infrastructure Engineer (f/m/x) | München, BY, DEU, 80809 | posted: 2026-08-18
- [ ] https://jobs.bmwgroup.com/job/Azubi-zum-Kfz-Mechatroniker-f%C3%BCr-Personenkraftwagentechnik-%28wmx%29-in-der-Niederlassung-%2815-Pl%C3%A4tze%29/192295-de_DE | BMW Group | Azubi zum Kfz-Mechatroniker für Personenkraftwagentechnik (w/m/x) in der Niederlassung (15 Plätze) | München, BY, DEU, 80809 | posted: 2026-07-30
- [ ] https://jobs.bmwgroup.com/job/Azubi-zum-Kfz-Mechatroniker-f%C3%BCr-Personenkraftwagentechnik-%28wmx%29-im-Werk-18-Pl%C3%A4tze/181621-de_DE | BMW Group | Azubi zum Kfz-Mechatroniker für Personenkraftwagentechnik (w/m/x) im Werk \[18 Plätze\] | Regensburg, BY, DEU, 93055 | posted: 2026-07-30
- [ ] https://jobs.bmwgroup.com/job/PhD-Large-scale-Agentic-AI-Systems-for-Automotive-Design-%28fmx%29/170554-en_US | BMW Group | PhD Large-scale Agentic AI Systems for Automotive Design (f/m/x) | Munich, BY, DEU, 80809 | posted: 2026-07-28
- [ ] https://jobs.bmwgroup.com/job/Maintenance-and-Automation-Technician-2026-BMW-Plant-Woodruff/195276-en_US | BMW Group | Maintenance and Automation Technician 2026 - BMW Plant Woodruff | Woodruff, SC, USA, | posted: 2026-08-21
- [ ] https://jobs.bmwgroup.com/job/Bachelor's-Thesis-AI-Assisted-Software-Development-%28fmx%29/192460-en_US | BMW Group | Bachelor's Thesis: AI-Assisted Software Development (f/m/x) | posted: 2026-08-17
- [ ] https://jobs.bmwgroup.com/job/Master's-Thesis-Grounding-LLMVLM-Behavior-in-Semantic-Data-Models-%28fmx%29/189594-en_US | BMW Group | Master's Thesis: Grounding LLM/VLM Behavior in Semantic Data Models (f/m/x) | posted: 2026-07-27
- [ ] https://jobs.bmwgroup.com/job/PhD-World-Models-Visuo-Tactile-Foundation-Models-for-Embodied-Robotics-Physical-AI-%28fmx%29/174306-en_US | BMW Group | PhD World Models & Visuo-Tactile Foundation Models for Embodied Robotics & Physical AI (f/m/x) | Munich, BY, DEU, 80809 | posted: 2026-08-25
